stream,date,section,lenmean,lensd,lenmed,wtmean,wtsd,wtmed
3 Channel,2021-08-06,1,24.46,2.0425074625797275,24,0.1118,0.049474380094290074,0.1
3 Channel,2021-08-06,2,26.5,3.529756885887382,25.5,0.151,0.08716041977589487,0.125
3 Channel,2021-08-06,3,27.20408163265306,4.076483181283597,27,0.1720618556701031,0.14625134005319046,0.15
3 Channel,2021-08-06,4,25.38,4.518827057965151,25,0.1427,0.1741406316629166,0.11
3 Channel,2021-08-22,1,29.92156862745098,6.193038469943173,30,0.2438,0.16586064964915825,0.22
3 Channel,2021-08-22,2,31.85,4.8067794005059366,31,0.2575,0.1410719038337615,0.22
3 Channel,2021-08-22,3,32.44117647058823,6.724857445692372,33,0.32,0.19924098397912438,0.305
3 Channel,2021-08-22,4,27.76,4.67542424136406,25,0.1784,0.12137578684668973,0.12
3 Channel,2021-09-14,1,45.191489361702125,9.020841322646277,45,0.8525531914893617,0.6458882259106662,0.71
3 Channel,2021-09-14,2,40.29545454545455,9.539585933811987,39.5,0.6875,0.4881246743142766,0.545
3 Channel,2021-09-14,3,52.869565217391305,7.893059942564544,56,1.5265217391304349,0.5458072311694285,1.61
3 Channel,2021-09-14,4,46,10.034633902191969,46,0.975,0.7659947514073927,0.84
3 Channel,2021-10-06,1,58.58,10.548411235434308,57,2.3094,1.894226900616821,1.9049999999999998
3 Channel,2021-10-06,2,61.63265306122449,12.997906686512737,61,2.766530612244898,2.0261946589403417,2.26
3 Channel,2021-10-06,3,66.83673469387755,10.069233127816284,64,3.2448979591836733,1.5002265418498462,2.66
3 Channel,2021-10-06,4,62,12.74234464055872,63.5,2.6188,1.4135837218840313,2.455
3 Channel,2021-11-02,1,63.285714285714285,9.41851014403729,64,2.486938775510204,1.1499297153913957,2.39
3 Channel,2021-11-02,2,63.88,9.813859420976739,65,2.6056,1.0307994915776466,2.56
3 Channel,2021-11-02,3,67.14,8.982999817114866,66.5,3.3404,1.4652491046834017,3.21
3 Channel,2021-11-02,4,62.9,10.751838950445944,60,2.6946,1.5855356527440336,2.19
3 Channel,2022-08-03,1,31.53846153846154,16.54093601047305,25,0.5507692307692308,1.0723918868465758,0.11
3 Channel,2022-08-03,2,34.041666666666664,10.68716892868008,28,0.46375,0.4357683119951822,0.20500000000000002
3 Channel,2022-08-03,3,38,3.3273756282434617,39,0.536896551724138,0.11653029796935897,0.53
3 Channel,2022-08-03,4,33.86,12.061086017368723,32,0.5416,0.8150431564885233,0.315
3 Channel,2022-08-25,1,36.361111111111114,14.552668440191947,34,0.7052777777777778,1.3832538990389107,0.34
3 Channel,2022-08-25,2,35.76,10.165086305183873,34,0.5506,0.6432234194639828,0.365
3 Channel,2022-08-25,3,42.21875,13.665908548340754,36.5,0.9721875,1.1233123093578379,0.46499999999999997
3 Channel,2022-08-25,4,36.68,11.233041640170125,33.5,0.6702,0.8257080820330475,0.36
3 Channel,2022-09-16,1,47.96,6.74902865271011,47.5,1.1412,0.5335389739603789,1.0350000000000001
3 Channel,2022-09-16,2,48.833333333333336,6.913671280492922,49,1.226,0.5357212347660958,1.16
3 Channel,2022-09-16,3,50.3,10.361329203202786,48.5,1.4126,0.8839170937205755,1.125
3 Channel,2022-09-16,4,49.06,8.809572715436966,47,1.2914,0.9819680571719848,1.06
3 Channel,2022-10-05,1,54.62,7.356490955861597,53.5,1.5946,0.6728289651364087,1.475
3 Channel,2022-10-05,2,56.5,9.891654441305908,55,1.9266666666666667,0.9963150496509221,1.685
3 Channel,2022-10-05,3,53.74074074074074,9.661949925003563,51,1.6488888888888888,1.0173923429469967,1.28
3 Channel,2022-10-05,4,53.26315789473684,6.844544920123225,52.5,1.5128947368421053,0.7271525654806315,1.4
3 Channel,2022-11-02,1,59.88,6.738981937282545,59,2.0484,0.7277372255064015,1.9
3 Channel,2022-11-02,2,61.326530612244895,7.755072950178163,61,2.2216326530612247,0.8406504102448876,2.1
3 Channel,2022-11-02,3,68.5,12.454406645760335,70,3.345,1.8957366238322177,3.18
3 Channel,2022-11-02,4,61.94,10.092247984852289,60,2.3742,1.6569299001097033,1.995
Blackrock,2021-08-10,2,35,NA,35,0.34,NA,0.34
Blackrock,2021-08-10,3,37,NA,37,0.46,NA,0.46
Blackrock,2021-08-10,4,35,7.810249675906654,39,0.41,0.23302360395462085,0.48
Blackrock,2021-08-31,3,57.333333333333336,7.571877794400365,54,1.6,0.1907878402833892,1.58
Blackrock,2021-08-31,4,46,NA,46,0.88,NA,0.88
Blackrock,2021-09-16,NA,0,NA,0,0,NA,0
Blackrock,2021-10-04,2,62.875,4.155461122770509,61,2.575,0.5665181878305913,2.4
Blackrock,2021-10-04,3,72,NA,72,3.38,NA,3.38
Blackrock,2021-10-04,4,69.2,9.011104260855047,69,3.1,1.135341358358798,2.66
Blackrock,2021-10-30,3,68,NA,68,2.67,NA,2.67
Blackrock,2021-10-30,4,76,NA,76,4.16,NA,4.16
Blackrock,2022-08-09,1,29,NA,29,0.17,NA,0.17
Blackrock,2022-08-09,2,28.857142857142858,1.3451854182690985,29,0.19,0.042426406871192854,0.19
Blackrock,2022-08-09,3,28,1.632993161855452,28,0.2,0.05477225575051662,0.18
Blackrock,2022-08-09,4,26.2,0.8366600265340756,26,0.14200000000000002,0.035637059362410926,0.12
Blackrock,2022-08-28,1,48.5,2.1213203435596424,48.5,1.13,0.11313708498984755,1.13
Blackrock,2022-08-28,2,42,NA,42,0.68,NA,0.68
Blackrock,2022-08-28,3,45.2,2.3874672772626644,45,0.942,0.23583892808440252,0.92
Blackrock,2022-08-28,4,47.111111111111114,2.3687784005919825,48,1.01,0.16007810593582122,1
Blackrock,2022-09-12,1,57.666666666666664,6.506407098647712,58,1.8199999999999998,0.5524490926773252,2
Blackrock,2022-09-12,3,58.5,2.1213203435596424,58.5,1.8599999999999999,0.08485281374238562,1.8599999999999999
Blackrock,2022-09-12,4,55.125,2.356601669474803,55.5,1.625,0.281830749615033,1.6
Blackrock,2022-10-12,1,62.4,9.44986772394196,60,2.164,0.9135261353677847,1.84
Blackrock,2022-10-12,2,63.666666666666664,7.004760286167305,65.5,2.4566666666666666,0.7383946550908036,2.5549999999999997
Blackrock,2022-10-12,3,64,5.354126134736337,63.5,2.21,0.5252301083017487,2.1399999999999997
Blackrock,2022-10-12,4,65,5.9696200579570915,65,2.3850000000000002,0.7388258498209416,2.24
Blackrock,2022-10-26,1,60,NA,60,1.89,NA,1.89
Blackrock,2022-10-26,2,66.25,5.123475382979799,65.5,2.4625,0.7223284109969186,2.5
Blackrock,2022-10-26,3,57,7.0710678118654755,57,1.685,0.31819805153394637,1.685
Blacktail,2021-08-05,1,24.92,1.709628112435065,25,0.1101010101010101,0.038345767121184864,0.1
Blacktail,2021-08-05,2,25.42,3.0123650898162118,25,0.1193,0.07709701352808353,0.10500000000000001
Blacktail,2021-08-05,3,24.322580645161292,1.7007272321802724,25,0.11064516129032258,0.02143758131117217,0.11
Blacktail,2021-08-05,4,22.8,1.0954451150103321,23,0.078,0.008366600265340751,0.08
Blacktail,2021-08-20,1,25.82,3.5265176209133346,24,0.13755102040816328,0.08625375866797771,0.1
Blacktail,2021-08-20,2,26.02,3.5137630273319367,25,0.143,0.08008286524670835,0.12
Blacktail,2021-08-20,3,25.906976744186046,3.7721659401991676,24,0.14186046511627906,0.09032364595622862,0.1
Blacktail,2021-08-20,4,26.62,2.783992141673169,26,0.132,0.04607004427599171,0.12
Blacktail,2021-09-09,1,35.74,9.358636740073475,35,0.4652,0.49281879768018055,0.305
Blacktail,2021-09-09,2,33.46,7.365695444949859,32.5,0.3884,0.29033660971151315,0.28500000000000003
Blacktail,2021-09-09,3,32.1,5.3347149570965255,31,0.2992,0.19971244634346103,0.225
Blacktail,2021-09-09,4,39.361111111111114,4.592868868631506,40,0.4638888888888889,0.16723427156926174,0.46499999999999997
Blacktail,2021-10-09,1,48.86,8.85716589858754,49.5,1.2912000000000001,0.7339844851833014,1.2850000000000001
Blacktail,2021-10-09,2,56.88,9.011647791517783,54.5,1.942,1.067271937115889,1.58
Blacktail,2021-10-09,3,46.66,5.40071801726778,45,0.9988,0.3997940286023822,0.86
Blacktail,2021-10-09,4,55.8,5.033679671421569,55,1.7953333333333334,0.5328177105199096,1.68
Blacktail,2021-11-04,1,57.96,11.646073175459755,56.5,2.1018,1.796213352629154,1.72
Blacktail,2021-11-04,2,61.56,11.937182520620695,60,2.2794,1.5919111989385972,1.91
Blacktail,2021-11-04,3,51.66,6.784165236724683,50.5,1.3354,0.5782634453645655,1.1549999999999998
Blacktail,2021-11-04,4,59.94736842105263,5.45719147855107,59,2.1076315789473683,0.5987213140926176,1.96
Blacktail,2022-08-04,1,32.52,10.198519300289005,28,0.389,0.5136593407768878,0.16
Blacktail,2022-08-04,2,34.166666666666664,17.42951171972063,25,0.6508333333333334,0.9953296240974949,0.11499999999999999
Blacktail,2022-08-04,3,33.25,4.919811526323488,33,0.35333333333333333,0.24384545527978593,0.29500000000000004
Blacktail,2022-08-04,4,36.8421052631579,5.465005703562582,39,0.4681081081081081,0.19075635766072907,0.52
Blacktail,2022-08-24,1,35.66,12.441881214802901,31,0.6,0.8561684938117721,0.24
Blacktail,2022-08-24,2,32.375,12.506381349858364,27,0.4970833333333333,0.917756186816366,0.18
Blacktail,2022-08-24,3,38.310344827586206,11.756771447844313,41,0.7220689655172414,0.7584164861752829,0.62
Blacktail,2022-08-24,4,44.02564102564103,12.064491568860857,49,0.961025641025641,0.593383673128746,1.14
Blacktail,2022-09-14,1,37.72,7.537768846527032,37,0.5304,0.35126569977260047,0.41000000000000003
Blacktail,2022-09-14,2,44.96,12.35521867760456,42.5,1.0916,1.152100760899543,0.745
Blacktail,2022-09-14,3,49.16,13.851044313387659,52,1.444,1.1828140088753756,1.3450000000000002
Blacktail,2022-09-14,4,39.82,14.216532485749378,34,0.8494,1.0418574660632982,0.355
Blacktail,2022-10-04,1,43.12,9.618519551747397,42,0.8852,0.7933633905013232,0.69
Blacktail,2022-10-04,2,47.96,10.062985315968008,47.5,1.2134,0.8273774895439696,1.065
Blacktail,2022-10-04,3,52.7,13.488089984448184,54.5,1.7062,1.2256191937805418,1.4849999999999999
Blacktail,2022-10-04,4,47.38,7.97160778088366,45.5,1.1006,0.6806641714426538,0.905
Blacktail,2022-11-01,1,52.66,12.741720000511258,51,1.5586,1.6872208884821847,1.15
Blacktail,2022-11-01,2,54.12,10.430802109764198,53.5,1.6174,1.0993760939361776,1.43
Blacktail,2022-11-01,3,52.74,12.060747599260223,48.5,1.5266,1.2209608294039476,1.02
Blacktail,2022-11-01,4,52.86,8.868679123057452,50.5,1.437,0.9685761693942131,1.165
Cliff,2021-08-12,1,29,1.4142135623730951,29.5,0.1625,0.00957427107756339,0.165
Cliff,2021-08-12,2,30.666666666666668,2.943920288775949,30.5,0.20833333333333334,0.09261029460414574,0.18
Cliff,2021-08-12,4,30,NA,30,0.2,NA,0.2
Cliff,2021-09-01,2,46,NA,46,1,NA,1
Cliff,2021-09-17,3,57,NA,57,1.6,NA,1.6
Cliff,2021-10-05,1,67.8,8.87130204648675,70,3.174,1.5091984627609452,2.8
Cliff,2021-10-05,2,58.25,5.67576300723398,59.5,1.72,0.5251394372654072,1.79
Cliff,2021-10-05,3,59.2,7.981227975693966,60,1.962,0.690231845107135,1.9
Cliff,2021-10-05,4,63.333333333333336,2.8284271247461903,63,2.1555555555555554,0.45205395449855074,2.17
Cliff,2021-10-31,1,59.2,8.927485648266257,61,2.066,0.74677975334097,2.11
Cliff,2021-10-31,2,64.5,4.847679857416329,62.5,2.3333333333333335,0.47149407914274677,2.19
Cliff,2021-10-31,3,60,3.789938833759242,60,1.975,0.31927474631790664,1.9249999999999998
Cliff,2021-10-31,4,59.2,7.463243262818116,58,2.0020000000000002,0.6652969261916066,1.6
Cliff,2022-08-14,1,26.5,3.3439225741362764,25,0.155,0.0847992281268473,0.125
Cliff,2022-08-14,2,29.142857142857142,6.3358391032961965,26,0.23142857142857143,0.16767315144138525,0.13
Cliff,2022-08-14,3,29.6,8.192330908495196,26,0.29933333333333334,0.40111392515391553,0.15
Cliff,2022-08-14,4,30.571428571428573,7.322502824789323,27,0.2842857142857143,0.2595417206575944,0.16
Cliff,2022-08-30,1,41.25,7.469939758793239,43,0.7075,0.4075209606061182,0.655
Cliff,2022-08-30,2,46.142857142857146,11.610750355146036,46,1.022857142857143,0.7071471861339356,0.91
Cliff,2022-08-30,3,47.705882352941174,10.52238510202388,47,1.2317647058823529,0.8760367807212609,0.94
Cliff,2022-08-30,4,45.666666666666664,8.92731592904439,45,0.9824999999999999,0.6679701272580165,0.825
Cliff,2022-09-13,1,44.416666666666664,8.273268380571835,42,0.9008333333333334,0.5863672186876712,0.7150000000000001
Cliff,2022-09-13,2,48.285714285714285,8.013381665332416,50,1.1233333333333333,0.5264915320623242,1.13
Cliff,2022-09-13,3,47.642857142857146,6.51161261909052,46.5,1.0692857142857144,0.5121818229693629,0.9550000000000001
Cliff,2022-09-13,4,54,12.806248474865697,48,1.612857142857143,1.1493724996088706,1
Cliff,2022-10-11,1,60.57142857142857,8.17144337142997,61,2.120357142857143,0.8378432724599209,2.145
Cliff,2022-10-11,2,57.61538461538461,9.26947015330849,61,1.7553846153846153,0.780711378430119,1.89
Cliff,2022-10-11,3,56.44444444444444,8.846549491666043,55,1.673888888888889,1.1397994606322273,1.495
Cliff,2022-10-11,4,54.714285714285715,8.538428538364768,50,1.46,0.6291793596953628,1.18
Cliff,2022-11-02,1,58.5625,7.164437637851743,59,1.708125,0.5844908753208499,1.63
Cliff,2022-11-02,2,61.851851851851855,7.901819185399425,62,2.045185185185185,0.7750849599603228,2
Cliff,2022-11-02,3,60,10.92756902087021,59,2.032,1.176487293999037,1.79
Cliff,2022-11-02,4,61.48148148148148,11.081413303262396,63,2.0633333333333335,1.1359137291185453,2
Crystal,2021-08-09,1,24.363636363636363,1.026910636104941,24,0.09363636363636364,0.020135901903181427,0.1
Crystal,2021-08-09,2,24.724137931034484,1.4613240504061946,25,0.10206896551724139,0.02833212592810344,0.1
Crystal,2021-08-09,3,25.558823529411764,0.9595193389681276,25,0.11515151515151516,0.024510356500009864,0.11
Crystal,2021-08-09,4,24.76,1.1876919823329444,25,0.1018,0.026549145802777587,0.1
Crystal,2021-08-30,1,32.75,3.8622100754188224,34.5,0.2475,0.09287087810503357,0.265
Crystal,2021-08-30,2,29.615384615384617,4.988602394073299,28.5,0.20615384615384616,0.1185943311655974,0.155
Crystal,2021-08-30,3,28.09090909090909,4.482288376589473,28,0.23727272727272727,0.07862453931068965,0.23
Crystal,2021-08-30,4,30.586206896551722,4.679111953132852,31,0.22275862068965518,0.11880044948580605,0.23
Crystal,2021-09-15,1,35,NA,35,0.27,NA,0.27
Crystal,2021-09-15,2,38.6551724137931,7.906940270009477,38,0.5586206896551724,0.404657916710708,0.5
Crystal,2021-09-15,3,30.8125,6.379328595811109,28.5,0.256,0.19765771279808797,0.15
Crystal,2021-09-15,4,37.041666666666664,7.315731510671498,37,0.43875,0.273310024633597,0.38
Crystal,2021-10-10,1,45.42857142857143,8.818001069241422,46,0.9352380952380952,0.6324920477572745,0.84
Crystal,2021-10-10,2,47.69047619047619,7.069301877555142,48,1.094047619047619,0.5327336749341334,1.0550000000000002
Crystal,2021-10-10,3,43.68421052631579,6.394899283186973,45,0.7557894736842106,0.4416045967639387,0.78
Crystal,2021-10-10,4,47.69230769230769,8.518456583448822,47,1.0746153846153845,0.5782821598581928,0.92
Crystal,2021-11-01,1,48.42857142857143,9.427572374642418,49.5,1.08,0.6496507937701252,0.945
Crystal,2021-11-01,2,49.30434782608695,6.545123936412142,50,1.1065217391304347,0.4522350293145484,1.12
Crystal,2021-11-01,3,45.36363636363637,9.13534594060594,42,0.9209090909090909,0.6602189719396823,0.71
Crystal,2021-11-01,4,46.75,15.097303448913365,41.5,1.1675,1.2547595102534304,0.61
Crystal,2022-08-08,1,27,NA,27,0.12,NA,0.12
Crystal,2022-08-29,1,28.783783783783782,2.6471697164155357,29,0.18864864864864864,0.06124459895289462,0.18
Crystal,2022-08-29,2,28,2.941285907676721,28,0.1943181818181818,0.06489339118795649,0.19
Crystal,2022-08-29,3,27.84,2.944105144528778,28,0.1644,0.060614539913947975,0.16
Crystal,2022-08-29,4,28.18421052631579,3.667647181282939,27,0.19394736842105262,0.08400577437309152,0.18
Crystal,2022-09-11,1,33.76190476190476,5.809200120454533,34.5,0.34928571428571425,0.19229541370611045,0.325
Crystal,2022-09-11,2,31.703703703703702,5.675960202161764,33,0.27444444444444444,0.1457166199626293,0.28
Crystal,2022-09-11,3,31.520833333333332,5.247044085121229,33,0.27041666666666664,0.13213401213586368,0.29
Crystal,2022-09-11,4,33.25806451612903,4.746702307465566,34,0.33,0.14875035013964394,0.32
Crystal,2022-10-02,1,37.81395348837209,6.748036095090356,36,0.5044186046511628,0.3150608582600042,0.44
Crystal,2022-10-02,2,39.65714285714286,5.30229061013122,40,0.5711428571428572,0.2426419709168638,0.55
Crystal,2022-10-02,3,36.375,6.486189341509624,36.5,0.45695652173913043,0.22471061759533983,0.48
Crystal,2022-10-02,4,36.74074074074074,4.911466901294065,37,0.4337037037037037,0.18159863071637594,0.38
Crystal,2022-10-29,1,47,9.497368056467012,49,1.0145454545454546,0.6372183869971682,1
Crystal,2022-10-29,2,45,6.473723110319973,45,0.7908695652173913,0.3517089840850898,0.73
Crystal,2022-10-29,3,45.7,9.672986439909169,42.5,0.9099999999999999,0.680081694439066,0.6699999999999999
Crystal,2022-10-29,4,50.09090909090909,8.814244669335489,50,1.1845454545454546,0.7705629583150703,0.92
Fall,2021-08-08,1,34,6.349471590115528,34,0.34950000000000003,0.22783823901596226,0.29500000000000004
Fall,2021-08-08,2,35.411764705882355,4.757347258838319,36,0.39235294117647057,0.14553905883665327,0.38
Fall,2021-08-08,3,39.11764705882353,4.526068284686728,38,0.5141176470588236,0.18721841601220124,0.5
Fall,2021-08-08,4,37.38461538461539,5.650051054908878,37,0.47615384615384615,0.22028536271309773,0.43
Fall,2021-08-23,1,41.6,7.648529270389178,42,0.656,0.4206443470042913,0.58
Fall,2021-08-23,2,40.25,1.2583057392117916,40,0.6625,0.12737739202856996,0.615
Fall,2021-08-23,3,38.888888888888886,4.196559437338057,38,0.4766666666666667,0.18520259177452136,0.44
Fall,2021-08-23,4,44.666666666666664,6.658328118479393,48,1.0266666666666668,0.5603867711976555,1.33
Fall,2021-09-13,1,45.65384615384615,6.235012799937512,47.5,0.7946153846153846,0.3042266361675883,0.865
Fall,2021-09-13,2,49.666666666666664,4.509249752822894,50,0.8933333333333334,0.23544284515213743,0.91
Fall,2021-09-13,3,48.8,6.002380480157138,48,0.9833333333333333,0.3576643811225959,0.89
Fall,2021-09-13,4,51.5,9.418067742376884,48,1.3466666666666667,0.7553983496584215,0.9850000000000001
Fall,2021-10-07,1,53.68421052631579,5.793220478177223,55,1.3836842105263158,0.5031369432130094,1.33
Fall,2021-10-07,2,53.95454545454545,5.428998616137784,53,1.4168181818181818,0.4784736283088264,1.35
Fall,2021-10-07,3,54.42857142857143,6.208560097751729,54,1.4428571428571428,0.564345385633403,1.28
Fall,2021-10-07,4,52.46666666666667,7.698484699385111,50,1.4853333333333334,0.7301356690630141,1.15
Fall,2021-11-05,1,54.4,5.909032633745278,55,1.4096,0.43310391362812684,1.34
Fall,2021-11-05,2,54.23076923076923,4.933566759623297,54,1.3741025641025642,0.42582253499438216,1.28
Fall,2021-11-05,3,53.875,7.2550582055016895,54,1.3641666666666667,0.4724581110179681,1.37
Fall,2021-11-05,4,57.69230769230769,5.121598308220709,58,1.6092307692307692,0.45305374108122354,1.61
Fall,2022-08-02,1,28.73913043478261,4.147478876096656,30,0.19217391304347825,0.0927340538479959,0.22
Fall,2022-08-02,2,29.65714285714286,3.9477682238930685,30,0.23314285714285715,0.08903969466979746,0.24
Fall,2022-08-02,3,29.473684210526315,2.76793260839364,30,0.19473684210526315,0.06688985872738101,0.19
Fall,2022-08-23,1,39,4.627284809246385,39,0.5277777777777778,0.21156435693231268,0.49
Fall,2022-08-23,2,41.107142857142854,4.474944946603508,41,0.6735714285714286,0.23969447042733202,0.655
Fall,2022-08-23,3,42.48936170212766,5.388685168442144,42,0.7038297872340425,0.2688991502524236,0.68
Fall,2022-08-23,4,39.333333333333336,5.33143905753807,38.5,0.5549999999999999,0.2687174927485944,0.445
Fall,2022-09-10,1,47.13793103448276,5.0123001415876525,48,0.9451724137931035,0.32247503435653935,0.95
Fall,2022-09-10,2,50,4.390071442781686,51.5,1.0808333333333333,0.2885530779386676,1.105
Fall,2022-09-10,3,50.020833333333336,6.3228379816221745,51,1.1766666666666667,0.4528413057870829,1.19
Fall,2022-09-10,4,50.73913043478261,7.65872877716749,50,1.2,0.5439836227481318,1.05
Fall,2022-10-01,1,50.15151515151515,7.603951325302902,50,1.176060606060606,0.5092453939036868,1.11
Fall,2022-10-01,2,54.666666666666664,4.633213427705081,55.5,1.33,0.2759710129705655,1.4449999999999998
Fall,2022-10-01,3,55.2,6.596295256514153,56.5,1.44,0.5283307045150162,1.5
Fall,2022-10-01,4,49.4375,8.016389461596786,47,1.048125,0.5084646005377366,0.8
Fall,2022-10-27,1,58.05263157894737,6.484800041554664,56,1.648421052631579,0.6224884038000202,1.56
Fall,2022-10-27,2,56.1,8.409149368601337,54,1.5336666666666667,0.6844050188923643,1.3450000000000002
Fall,2022-10-27,3,59.25,6.148170459575759,61,1.695625,0.5247725697861885,1.72
Fall,2022-10-27,4,56.56,5.845796210383435,55,1.4792,0.5220067049377815,1.34
