X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
508294.0758,4833820.794,train,4.3803777007226025E-4,42.5216522319103,0.08015739066040728
508575.2854,4834458.805,train,4.130930845380174E-4,41.52922859117084,0.07593935234063927
508604.4944,4834533.334,train,0.0015403034483412177,64.80453809666811,0.234552549180838
508747.4343,4834760.58,train,2.896690484745298E-4,35.81432494354785,0.054486429297149905
514115.7336,4914013.477,train,1.0955467437939705E-4,21.849805940388535,0.02132975107664511
515074.8015,4866997.377,train,6.370607940731138E-5,14.462939880564901,0.012514972130587347
518900.5056,4868544.255,train,4.4883604534182225E-5,10.400324395471987,0.008850047068071434
520691.297,4897473.96,train,5.723640325670178E-4,47.063314151551914,0.10222525607540307
521054.6734,4816076.906,train,0.002217146670643627,70.94416294195419,0.3060738206018971
520826.7306,4897535.342,train,0.0028018893684467984,75.7848282180415,0.35790552618833316
521413.1456,4816027.669,train,3.047123458407547E-4,36.56890683481939,0.05715433150110468
521958.5721,4821150.763,train,6.44641021324312E-4,49.26564737858552,0.11366675598818556
522499.3976,4822503.737,train,0.00482644469339203,87.66974154002713,0.48983883772393916
522637.4911,4822157.882,train,0.0028567356156512917,76.33842622002273,0.36237268355522123
522449.1057,4881746.762,train,9.524102300667529E-5,19.82011256627572,0.0185947740906459
522728.0058,4822651.641,train,0.007769393252510123,98.41800067244162,0.6071699640457227
522568.3149,4886766.46,train,4.5518217916431326E-5,10.55663019915505,0.008974055753384398
522794.2082,4822677.841,train,0.004562852344009906,86.24725225607453,0.475815783183258
524952.105,4891107.206,train,1.2031268274676332E-5,2.4312185407608045,0.002387765462192941
525001.5983,4892754.071,train,8.102695169816172E-5,17.712837974984225,0.015863655140831392
525477.0195,4892549.446,train,3.1245332884703383E-4,37.00599293076277,0.05852132264638514
525643.7251,4891728.245,train,9.189224568197408E-5,19.311127435111974,0.01795269942936784
525927.4539,4891288.967,train,8.512017596404304E-5,18.33297250967387,0.01665169225935791
529465.5779,4822078.807,train,5.2368795426080245E-5,12.110020920750314,0.01031074222772645
529760.3661,4792964.026,train,8.211810530610073E-4,52.57929431239591,0.14042409737806386
531384.8003,4883054.331,train,0.0010337109879693129,56.9522071717354,0.17056827716432604
532170.1381,4838925.4,train,1.2972357332219171E-4,23.867274564768437,0.02515774649813707
532111.5471,4883067.785,train,0.0012397480746762907,61.030524544860235,0.1978395723435512
532279.9122,4881591.348,train,9.150306271176698E-4,54.52324349408477,0.15400112839695174
534205.1926,4879285.55,train,6.483119208656038E-5,14.676685347032253,0.01273318460129862
537662.3918,4832821.605,train,1.517161450253321E-5,3.2648273168984243,0.0030091335817792942
547085.7178,4849298.402,train,0.0011974612745175982,60.01346477148353,0.19238969917921148
557052.5574,4824468.331,train,4.4322571694670384E-5,10.258193379692084,0.008740390778490533
559410.493,4826882.602,train,1.859175313273066E-4,28.725302219693273,0.03566694295250993
566317.2779,4788198.469,train,1.2324885803312498E-4,23.26544398849808,0.023932133028536487
566805.0656,4787425.749,train,0.0012567485417503545,61.204350437487946,0.2000098994189135
566621.0211,4806773.882,train,1.7163302622506054E-4,27.711135994604767,0.03301704248620477
567359.3476,4806699.611,train,2.2106261487155477E-4,31.04614719518661,0.042125252355851094
568163.8632,4870146.469,train,1.534726087971546E-5,3.3065221394054434,0.0030438651917285586
570516.7515,4870202.927,train,4.5491337905972173E-5,10.55032588315621,0.008968803807146774
571348.6272,4813022.753,train,2.1947845540890986E-4,30.941509992624084,0.04183600729287285
571442.9518,4812415.211,train,1.30666278139232E-4,23.973958975540512,0.02533593657427508
571771.5982,4811948.32,train,2.3768221863622034E-4,32.2624906883896,0.04514926334881414
571822.7124,4848466.838,train,2.1562908229146483E-4,30.73125075630442,0.04113243784710041
571980.3908,4849049.55,train,1.0353831609234679E-4,21.08490550657382,0.020182036324926995
573127.0277,4813726.579,train,6.982310867427288E-5,15.743082962880392,0.013700190886965022
576109.0513,4863844.173,train,9.406441922151733E-4,55.58644207018603,0.15763241019330249
576141.4464,4863861.32,train,5.355089459735105E-4,45.57851063721067,0.09627660034294415
576569.9215,4828818.318,train,1.7823168290615796E-5,3.9574152547646397,0.003533183853284739
578840.1432,4814446.477,train,1.64669767298946E-4,27.190582874281453,0.0317200101305577
579505.1844,4815331.641,train,5.837264217296286E-5,13.385899353719905,0.011479253030213651
580928.8421,4821096.357,train,4.3133741496130426E-4,42.282295957793046,0.07902817686406415
581385.4014,4820929.234,train,0.0012869533039831613,61.53844061818447,0.20383709329238778
583635.4629,4816033.799,train,2.5210291240538197E-4,33.420339540620695,0.047757743762997656
584225.4868,4820578.98,train,7.638219203231208E-5,16.979679922198905,0.014967903962060212
584298.6316,4820247.218,train,7.883348731530201E-5,17.38530197187818,0.01544084425382523
584735.4597,4820704.372,train,6.003487476698353E-4,47.76936832204901,0.10669012687550991
584749.2014,4820309.489,train,6.335277191348501E-4,48.938993797689776,0.11192652238211893
588021.1375,4813674.263,train,5.698198985171062E-4,46.993195619361444,0.10181713349007271
589712.4186,4809486.834,train,7.609305102136495E-5,16.929040951060266,0.014912088624576667
512287.2589,4820614.481,train,0.004381499042925239,84.89789885506441,0.4657115424178916
522733.9205,4821731.758,train,0.0024120304278888,72.09975457922266,0.3242537033972108
514296.3992,4808167.525,train,0.002042451878117443,69.6694342257442,0.2889252883749893
517720.0116,4821457.157,train,0.0016665719746957659,66.5989049775151,0.248992746026519
514607.5193,4807758.673,train,0.001406776820650393,63.1469174702592,0.2186656676018605
514197.6304,4808286.411,train,0.0024690412812498177,72.58770642704282,0.32939328308033894
524452.1156,4835011.887,train,0.003760292368259469,81.95832259045683,0.4279393243032913
517210.459,4822552.728,train,0.001157871182020708,59.11395988347479,0.18721982520502142
550606.2105,4847903.793,train,8.054830012715662E-5,17.635618313971786,0.015771421528226796
513812.9964,4811598.447,train,0.005450196393781967,89.2502391153772,0.5202118023981198
513634.4282,4811663.559,train,0.0019761730759993365,68.59855577485965,0.2821952944202735
523821.2054,4837175.339,train,0.006689978155276126,94.10441964377715,0.5709799044192598
517534.689,4821494.056,train,0.0022837047937761634,71.62203425713597,0.3123917375735329
524187.286,4837348.802,train,0.004608220727364406,86.70805243230424,0.4782840372298283
523458.2478,4836420.052,train,0.005783955099857457,91.0741070103497,0.5350243864695726
523780.1972,4837148.538,train,0.006738025899583073,94.7782070270719,0.5727320470144306
533028.4116,4845483.764,train,0.0034943224096623264,80.85715556306008,0.41008333851985757
517104.4564,4822311.457,train,0.0013375103193736593,61.9678159042308,0.21016179421283937
517656.0265,4821432.18,train,0.0026542126058544395,74.14115024555406,0.3455602950957025
524088.7721,4835010.466,train,0.0013186895766111424,61.76662965853482,0.20781908838246912
551092.997,4847709.507,train,3.582860182086823E-4,39.27628561399665,0.0665344603949415
517626.8279,4821476.527,train,0.002784045155156841,75.50460401419214,0.356438611671856
524305.7058,4835047.043,train,0.004479441801480163,85.79095306579917,0.4712163812073119
522812.6489,4821747.289,train,0.0016056365539793747,65.28000923616723,0.24209275552737322
524262.1272,4835012.46,train,0.006973575786583021,96.15580515128698,0.5811187758784592
524510.5394,4884110.991,train,4.6377755501985144E-4,43.40452099035709,0.0844696974409928
514437.8967,4808010.755,train,0.0021726954009441825,70.73270427941459,0.30178929805448945
524463.7834,4835040.029,train,0.004367704816212252,83.58466082011486,0.4649270212616119
522748.1602,4821732.86,train,0.0025405523125622757,73.34631382958024,0.3357305747022386
523502.5488,4836574.471,train,0.007973186088985947,99.99997526743842,0.6133281757765572
540557.2123,4788379.906,train,9.143918106763399E-4,54.49986551583292,0.15391016203284869
517718.4875,4821543.878,train,0.0019891134512603132,68.8630888157125,0.2835192584367751
523508.9305,4836593.374,train,0.007530455834187889,97.64101350242825,0.5996951885647583
524281.4975,4835035.98,train,0.006802001711293317,95.45847165325914,0.5750429390889181
517803.3508,4821708.508,train,0.001402730920355057,63.031112068231316,0.2181739897026049
513662.9332,4811807.416,train,0.005524360537169518,89.78225184291048,0.5235842726218664
523766.5554,4837131.83,train,0.0060908071817745045,92.1076632095747,0.5478581043973975
540533.1298,4788334.228,train,0.0012025864943770853,60.13587125433538,0.19305417199628547
523455.3248,4836447.948,train,0.005145135131716149,88.68471199875226,0.5058225566454436
515284.9602,4797941.522,train,0.0020442637352593085,69.8736683765549,0.2891074939288681
513875.0784,4808685.855,train,0.001847398498887103,67.30949117566584,0.26874840768556224
517751.6394,4821629.008,train,0.0032212331152887156,78.49303002152718,0.39055114159448545
517644.708,4821435.482,train,0.002644525609348333,73.79788040351498,0.344733886203794
523470.4954,4836521.048,train,0.007321606630550362,96.88797585159244,0.5929247496999593
512458.0337,4821023.618,train,0.0020038915726576768,69.26295219326859,0.28502528600738836
512416.89,4821210.956,train,0.00408271180034627,83.14764513717789,0.4481869344984349
524284.7358,4835147.885,train,0.005004879675758573,88.17021543457064,0.4989132560899572
522300.6079,4822073.482,train,0.006617132763485209,92.7694258012983,0.5682958928231904
540580.6619,4788395.594,train,9.234798371516021E-4,54.816445663400785,0.155202443749759
522859.7126,4821784.257,train,0.003657226201622403,81.5822644000585,0.42114974388462095
515300.8356,4797936.97,train,0.0020204129527205796,69.43702930426608,0.28670148976621673
550566.8917,4847886.795,train,1.0516817774149143E-4,21.263781078013135,0.020493223773368336
524539.019,4835089.742,train,0.007847135428844283,99.20263525159966,0.6095421787638882
524398.7746,4835036.864,train,0.0032930725958640085,79.47479750704666,0.39581361452447095
540584.7665,4788015.997,train,8.748077242453474E-4,53.53038530159913,0.14823503790615444
514192.8853,4808399.481,train,0.001995632852038089,69.06261565598199,0.2841844271786643
512291.9709,4820848.844,train,0.003955981682701404,82.73937661917803,0.440401791005999
532705.6133,4845167.139,train,0.0032128913722651703,78.17093297923024,0.38993413573505065
512308.5875,4820929.385,train,0.0028174184431957235,76.06655173879915,0.3591766893616267
512327.5494,4821079.547,train,0.0013236961022143568,61.802627404277644,0.20844362966662044
523806.0626,4837127.528,train,0.004449545714153218,85.34297100738331,0.4695481478349315
532522.8433,4845140.858,train,0.002251437036391849,71.39359844792791,0.30934320635904633
571876.5149,4848461.412,train,6.257478164209176E-4,48.593553181528684,0.11070419427353184
512315.9643,4820953.932,train,0.002713207812131356,74.95078333072865,0.350548583115347
512302.6407,4820826.736,train,0.00479033388440603,87.18713582577834,0.4879622664387567
512434.4483,4820700.65,train,0.0015120410247270318,64.40696404465912,0.23124404441545307
514416.6004,4808535.595,train,9.721600244483375E-4,56.25496055990175,0.1620579160522046
532372.6782,4845105.296,train,9.38019946575158E-4,55.48084861215002,0.15726180004941911
532984.5458,4845481.813,train,0.0011401729496229862,58.769002260389136,0.18488723106356045
525103.9231,4892760.142,test,1.1969057816266956E-4,22.87303211990073,0.023257265087912524
522466.4932,4886612.036,test,8.456624303238274E-5,18.251299987109793,0.01654512164061286
497660.4034,4813873.68,test,1.5472262318133978E-5,3.336194899365498,0.00306858100085526
512396.5779,4822100.1,test,0.001779937040251506,67.08552716004762,0.2615008607930922
517407.6673,4821568.135,test,0.0020157805541697396,69.38822015190416,0.286232295586254
524475.3898,4835040.849,test,0.0059354218625998325,91.7126044010736,0.5414490969444344
525730.4287,4890656.518,test,8.527234506568907E-5,18.355340840138336,0.01668096388126087
524260.6549,4835118.921,test,0.006331233981453174,92.40994760658835,0.5574291399711444
533069.9051,4845497.33,test,0.004472187087144819,85.68219948496213,0.47081252538008167
514485.9867,4808717.244,test,0.0017947709360267294,67.13478031131478,0.2631067968756753
524525.8205,4835064.068,test,0.007810066156385498,98.8284729871131,0.6084146357226147
537873.6565,4851508.61,test,0.0015268137370051688,64.60911276899539,0.23297695292680612
517663.3028,4821429.978,test,0.0026303770644855325,73.57476669805453,0.3435231001133235
524427.6636,4835030.164,test,0.0045742729052917425,86.36326047214155,0.4764393125415106
548262.4908,4822024.409,test,2.989774010852462E-5,6.967682469114155,0.005912639533790336
524170.5312,4835019.597,test,9.980541634479509E-4,56.5346858066188,0.1656593658162518
523492.9196,4836562.22,test,0.00796406797972169,99.94231395609873,0.6130567737686201
514555.2538,4807800.247,test,0.0012193479396350611,60.483678701174235,0.19521963965350103
523731.8546,4836917.355,test,0.005744202837556491,90.82335776373358,0.5333082943519213
512268.2831,4820785.116,test,0.004097197934830251,83.16984632292616,0.4490630570824351
522848.428,4821791.009,test,0.002844909853956103,76.26632800580921,0.36141475436786774
522682.9452,4886946.446,test,6.870746713021132E-5,15.49281128907201,0.013484239427407918
522173.4879,4821919.798,test,0.007944803086150634,99.82048617427112,0.6124820963621471
513628.0898,4811788.276,test,0.003997004000289616,82.87153528098197,0.44294576389148427
576377.8609,4828859.061,test,2.871113298984736E-5,6.678601852001994,0.0056793063709887695
512399.1381,4821150.547,test,0.005973486807659687,91.8093725384799,0.5430358646935318
551498.4197,4830920.631,test,1.582654027026664E-4,26.685666412592578,0.030524006348277406
529561.756,4792949.993,test,0.0010287779874353989,56.894123736789055,0.1698925916904885
541465.9554,4879928.031,test,1.9855050859880085E-4,29.632517958625026,0.037998398036670766
512421.4797,4821044.257,test,0.00196038439905013,68.41240748339168,0.2805732710863473
514455.8727,4808627.115,test,0.002310795626169013,71.70255404996608,0.31493046793908497
517811.7655,4821697.333,test,0.001418166705868895,63.366762202209024,0.2200465078937014
525587.6815,4891960.09,test,1.8654143673494481E-4,28.774968465579335,0.03578235187043095
532980.9683,4845416.152,test,0.0022335200707776976,71.08477968193209,0.30763878106441456
532626.775,4845144.496,test,0.005430010828912076,89.19368847422926,0.5192856209682107
512337.1994,4820972.941,test,0.003974392434207357,82.79869074394722,0.4415463901671119
573233.2153,4813734.519,test,7.23291046164893E-5,16.19991862723748,0.014184924634093465
533141.8125,4845522.373,test,0.0010830220275923421,57.836259798577295,0.17726256753095102
522209.7167,4821956.568,test,0.009078884880745205,100.0,0.6436383743985473
522518.7771,4822512.601,test,0.004942861556533438,87.9962675867506,0.49579611701049797
517807.5921,4821476.707,test,8.154618007042614E-4,52.473575821413135,0.13958260310775383
513868.5888,4808842.537,test,0.0018183065225802419,67.21291280399134,0.2656405061402266
523811.3361,4837138.441,test,0.003563200116298637,81.10515194312909,0.4148135665641928
508696.8542,4834691.751,test,1.299491428802826E-4,23.89280191432479,0.025200389588357904
522568.1601,4822521.266,test,0.003028015058028021,77.43434803074467,0.3759315343415759
514250.7534,4808154.665,test,0.0023200717713384696,71.73012475272174,0.3157954490761923
514549.7328,4807809.019,test,0.0010343626874663994,56.95988058370513,0.1706574598319141
533291.1072,4845648.796,test,0.002292573896128034,71.64839514090676,0.31322494619218477
522763.4742,4822678.009,test,0.005534274763406754,90.3473910501737,0.5240315136146364
513481.4713,4811478.913,test,4.017396312221573E-4,41.19201239938289,0.07400669531729522
545762.2234,4852408.612,test,4.7356148544287065E-5,11.034257840957503,0.009333027536381575
513518.0262,4811489.742,test,3.028121060642768E-4,36.47778908749545,0.05681815842007766
573337.8404,4818738.55,test,2.5698210996460985E-5,5.955239558010071,0.005086356142360723
521833.311,4838353.803,test,0.005454607087876212,89.2625958455725,0.520413704923528
